probe_country,country_geography_type,country_geography_classification_source,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_inter_region_candidates,traces_with_domestic_inter_region_candidates,traces_with_international_inter_region_candidates,traces_with_intra_region_candidates,inter_region_candidate_exposure_rate,inter_region_candidate_rate_among_mappable_traces,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,candidate_dependency_proxy_rate,candidate_dependency_proxy_tier,unique_services,unique_probes,unique_probe_asns,service_entry_resolution_rate,geography_summary_eligible,geography_summary_eligibility_reason,candidate_dependency_proxy_interpretation
?,unknown,unclassified_or_missing_country_code,all_publicly_visible,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,no_observed_inter_region_candidate_exposure,1,1,1,1.0,False,"insufficient_minimum_mappable_traces,minimum_unique_probes,minimum_unique_probe_asns",trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
?,unknown,unclassified_or_missing_country_code,resolved_entry_only,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,no_observed_inter_region_candidate_exposure,1,1,1,1.0,False,"insufficient_minimum_mappable_traces,minimum_unique_probes,minimum_unique_probe_asns",trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AD,landlocked,catalog_landlocked_list,all_publicly_visible,3,3,1,0,1,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,very_high_candidate_dependency_proxy,1,3,1,0.3333333333333333,False,"insufficient_minimum_mappable_traces,minimum_unique_probes,minimum_unique_probe_asns",trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AD,landlocked,catalog_landlocked_list,resolved_entry_only,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,no_observed_inter_region_candidate_exposure,1,1,1,1.0,False,"insufficient_minimum_mappable_traces,minimum_unique_probes,minimum_unique_probe_asns",trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AE,coastal_mainland_or_mixed,catalog_default_alpha2_rule,all_publicly_visible,22,20,6,4,4,1,0.2727272727272727,0.3,0.18181818181818182,0.18181818181818182,0.045454545454545456,0.2727272727272727,high_candidate_dependency_proxy,1,22,14,0.5454545454545454,False,insufficient_minimum_mappable_traces,trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AE,coastal_mainland_or_mixed,catalog_default_alpha2_rule,resolved_entry_only,12,12,3,2,2,0,0.25,0.25,0.16666666666666666,0.16666666666666666,0.0,0.25,high_candidate_dependency_proxy,1,12,9,1.0,False,insufficient_minimum_mappable_traces,trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AF,landlocked,catalog_landlocked_list,all_publicly_visible,8,8,2,2,0,2,0.25,0.25,0.25,0.0,0.25,0.25,high_candidate_dependency_proxy,1,6,2,0.875,False,"insufficient_minimum_mappable_traces,minimum_unique_probes,minimum_unique_probe_asns",trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AF,landlocked,catalog_landlocked_list,resolved_entry_only,7,7,1,1,0,2,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,moderate_candidate_dependency_proxy,1,6,2,1.0,False,"insufficient_minimum_mappable_traces,minimum_unique_probes,minimum_unique_probe_asns",trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AL,coastal_mainland_or_mixed,catalog_default_alpha2_rule,all_publicly_visible,29,27,4,1,3,4,0.13793103448275862,0.14814814814814814,0.034482758620689655,0.10344827586206896,0.13793103448275862,0.13793103448275862,moderate_candidate_dependency_proxy,1,29,20,0.6896551724137931,False,insufficient_minimum_mappable_traces,trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AL,coastal_mainland_or_mixed,catalog_default_alpha2_rule,resolved_entry_only,20,20,4,1,3,4,0.2,0.2,0.05,0.15,0.2,0.2,high_candidate_dependency_proxy,1,20,14,1.0,False,insufficient_minimum_mappable_traces,trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
