unit_id,num_links,num_links_with_feasible_candidates,avg_feasible_candidates_per_link,median_feasible_candidates_per_link,max_feasible_candidates_per_link,avg_feasible_corridors_per_link,median_feasible_corridors_per_link,max_feasible_corridors_per_link,share_links_with_parallel_ambiguity,share_links_with_many_candidates,share_links_with_large_landing_radius,share_links_with_rtt_inconclusive,share_links_with_multi_segment_possible,share_links_with_domestic_submarine_candidate,share_links_with_only_low_support_feasible_candidates
probe_country=AD|service_id=L-Root,5,5,3.0,3.0,3,1.0,1.0,1,1.0,0.0,0.0,0.6,0.0,0.0,0.4
probe_country=AE|service_id=L-Root,60,60,11.383333333333333,14.0,14,1.0,1.0,1,0.8333333333333334,0.85,0.0,0.9,0.03333333333333333,0.9,0.7
probe_country=AF|service_id=L-Root,4,4,3.0,3.0,3,1.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
probe_country=AL|service_id=L-Root,11,11,1.0909090909090908,1.0,2,1.0,1.0,1,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.8181818181818182
probe_country=AT|service_id=L-Root,2,2,2.0,2.0,2,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
probe_country=AU|service_id=L-Root,605,605,2.737190082644628,3.0,14,1.0,1.0,1,0.26776859504132233,0.684297520661157,0.0,0.6595041322314049,0.03966942148760331,0.824793388429752,0.8363636363636363
probe_country=AX|service_id=L-Root,9,9,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
probe_country=BD|service_id=L-Root,23,23,5.086956521739131,3.0,14,1.0,1.0,1,0.5652173913043478,0.5652173913043478,0.0,0.8260869565217391,0.0,0.782608695652174,0.7391304347826086
probe_country=BE|service_id=L-Root,12,12,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
probe_country=BG|service_id=L-Root,4,4,2.5,2.5,3,1.0,1.0,1,0.0,0.5,0.0,0.75,0.25,1.0,0.75
