country,msm_id,file_name,total_mappable_segments,total_observation_mass,unique_corridors_observed,top1_corridor_id,top1_corridor_share,top2_corridor_share,top3_corridor_share,effective_corridor_count,corridor_concentration_tier,is_corridor_concentrated,auditable_corridor_concentration,sufficient_corridor_observation,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,unique_measurements_or_targets,domestic_segment_share,international_segment_share,paper_case_scope,probe_country,service_id
SE,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,61,61.0,1,landing_region_0051::landing_region_0512,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,58,22,1,0.8688524590163934,0.13114754098360656,country_corridor_concentration_summary,,
,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,31,31.0,1,landing_region_0051::landing_region_0512,1.0,1.0,1.0,1.0,severe_corridor_observation_concentration,True,True,True,True,auditable,,29,8,1,0.9032258064516129,0.0967741935483871,service_country_corridor_concentration_summary,SE,A-Root
HK,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,39,39.0,2,landing_region_0132::landing_region_0230,0.9743589743589743,1.0,1.0,1.1266480830948178,severe_corridor_observation_concentration,True,True,True,True,auditable,,37,24,1,0.0,1.0,country_corridor_concentration_summary,,
ES,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,51,51.0,4,landing_region_0126::landing_region_0431,0.8823529411764706,0.9607843137254901,0.9803921568627451,1.5908632911707372,severe_corridor_observation_concentration,True,True,True,True,auditable,,45,24,1,0.0392156862745098,0.9607843137254902,country_corridor_concentration_summary,,
,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,34,34.0,3,landing_region_0008::landing_region_0223,0.8529411764705882,0.9705882352941176,1.0,1.6342137529051304,severe_corridor_observation_concentration,True,True,True,True,auditable,,29,9,1,0.14705882352941177,0.8529411764705882,service_country_corridor_concentration_summary,CA,A-Root
,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,39,39.0,4,landing_region_0126::landing_region_0431,0.8461538461538461,0.9487179487179487,0.9743589743589743,1.7555712242294117,severe_corridor_observation_concentration,True,True,True,True,auditable,,33,16,1,0.05128205128205128,0.9487179487179487,service_country_corridor_concentration_summary,ES,A-Root
CA,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,36,36.0,2,landing_region_0008::landing_region_0223,0.8333333333333334,1.0,1.0,1.5691925832141966,severe_corridor_observation_concentration,True,True,True,True,auditable,,30,9,1,0.0,1.0,country_corridor_concentration_summary,,
,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,53,53.0,5,landing_region_0351::landing_region_0512,0.7924528301886793,0.8867924528301887,0.9433962264150944,2.1558588496567506,moderate_corridor_observation_concentration,True,True,True,True,auditable,,42,24,1,0.1320754716981132,0.8679245283018868,service_country_corridor_concentration_summary,FI,A-Root
FI,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,64,64.0,6,landing_region_0351::landing_region_0512,0.75,0.828125,0.90625,2.536662779815533,moderate_corridor_observation_concentration,True,True,True,True,auditable,,48,26,1,0.140625,0.859375,country_corridor_concentration_summary,,
ID,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,44,44.0,6,landing_region_0061::landing_region_0132,0.75,0.8181818181818181,0.8636363636363636,2.613987463799142,moderate_corridor_observation_concentration,True,True,True,True,auditable,,31,24,1,0.6590909090909091,0.3409090909090909,country_corridor_concentration_summary,,
AU,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,216,216.0,7,landing_region_0041::landing_region_0735,0.6666666666666666,0.8101851851851851,0.9259259259259259,2.884351731896055,moderate_corridor_observation_concentration,True,True,True,True,auditable,,89,25,1,0.9398148148148148,0.06018518518518518,country_corridor_concentration_summary,,
IN,5009,dns-root_a-root_msm5009_20260701T000000Z_010000Z.json,35,35.0,5,landing_region_0132::landing_region_0260,0.6,0.8571428571428571,0.9428571428571428,2.913826674261578,moderate_corridor_observation_concentration,True,True,True,True,auditable,,21,9,1,0.05714285714285714,0.9428571428571428,country_corridor_concentration_summary,,
