unit_id,num_links,num_links_with_feasible_candidates,avg_feasible_candidates_per_link,median_feasible_candidates_per_link,max_feasible_candidates_per_link,avg_feasible_corridors_per_link,median_feasible_corridors_per_link,max_feasible_corridors_per_link,share_links_with_parallel_ambiguity,share_links_with_many_candidates,share_links_with_large_landing_radius,share_links_with_rtt_inconclusive,share_links_with_multi_segment_possible,share_links_with_domestic_submarine_candidate,share_links_with_only_low_support_feasible_candidates
probe_country=AE|service_id=A-Root,6,6,9.666666666666666,14.0,14,1.0,1.0,1,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.8333333333333334,0.5
probe_country=AF|service_id=A-Root,8,8,7.5,7.5,14,1.0,1.0,1,0.5,0.5,0.0,0.75,0.0,1.0,0.5
probe_country=AL|service_id=A-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=AT|service_id=A-Root,1,1,2.0,2.0,2,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
probe_country=AU|service_id=A-Root,518,518,5.523166023166024,3.0,14,1.0,1.0,1,0.750965250965251,0.752895752895753,0.0,0.7335907335907336,0.1274131274131274,0.974903474903475,0.6196911196911197
probe_country=AX|service_id=A-Root,3,3,1.6666666666666667,1.0,3,1.0,1.0,1,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
probe_country=BD|service_id=A-Root,10,10,14.0,14.0,14,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0.5
probe_country=BG|service_id=A-Root,1,1,3.0,3.0,3,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0
probe_country=BJ|service_id=A-Root,14,14,1.7857142857142858,2.0,3,1.0,1.0,1,0.7142857142857143,0.0,0.0,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.7857142857142857
probe_country=BR|service_id=A-Root,3,3,2.3333333333333335,1.0,5,1.0,1.0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
probe_country=CA|service_id=A-Root,119,119,2.100840336134454,2.0,3,1.0,1.0,1,0.6890756302521008,0.680672268907563,0.0,0.7478991596638656,0.0,0.7478991596638656,0.8319327731092437
probe_country=CG|service_id=A-Root,1,1,3.0,3.0,3,1.0,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
probe_country=CH|service_id=A-Root,36,36,1.3055555555555556,1.0,2,1.0,1.0,1,1.0,0.0,0.0,0.6388888888888888,0.0,1.0,1.0
probe_country=CK|service_id=A-Root,6,6,8.5,8.5,14,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333
probe_country=CM|service_id=A-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
probe_country=CN|service_id=A-Root,20,20,2.55,2.0,14,1.0,1.0,1,1.0,0.1,0.0,0.7,0.0,1.0,0.75
probe_country=CO|service_id=A-Root,3,3,2.0,2.0,2,1.0,1.0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=CR|service_id=A-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
probe_country=CV|service_id=A-Root,6,6,2.0,2.0,3,1.0,1.0,1,1.0,0.0,0.0,0.6666666666666666,0.0,0.5,1.0
probe_country=CY|service_id=A-Root,2,2,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=DE|service_id=A-Root,13,13,5.6923076923076925,2.0,14,1.0,1.0,1,1.0,0.3076923076923077,0.0,0.6153846153846154,0.0,1.0,0.7692307692307693
probe_country=DJ|service_id=A-Root,2,2,4.0,4.0,4,1.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
probe_country=DK|service_id=A-Root,151,151,4.695364238410596,6.0,7,1.0198675496688743,1.0,2,0.9072847682119205,0.8278145695364238,0.0,0.7218543046357616,0.0,0.8543046357615894,0.4900662251655629
probe_country=DO|service_id=A-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=EC|service_id=A-Root,3,3,1.3333333333333333,1.0,2,1.0,1.0,1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0
probe_country=EE|service_id=A-Root,14,14,2.857142857142857,2.0,6,1.0,1.0,1,0.21428571428571427,0.21428571428571427,0.0,0.35714285714285715,0.0,0.0,0.6428571428571429
probe_country=ES|service_id=A-Root,42,42,2.5952380952380953,3.0,3,1.0238095238095237,1.0,2,0.8809523809523809,0.0,0.0,0.2619047619047619,0.0,0.11904761904761904,0.8095238095238095
probe_country=FI|service_id=A-Root,57,57,2.8596491228070176,3.0,6,1.0,1.0,1,0.8245614035087719,0.07017543859649122,0.0,0.21052631578947367,0.0,0.19298245614035087,0.9298245614035088
probe_country=FM|service_id=A-Root,2,2,2.0,2.0,2,1.0,1.0,1,1.0,0.0,0.0,0.5,0.0,1.0,1.0
probe_country=FR|service_id=A-Root,1,1,3.0,3.0,3,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=GB|service_id=A-Root,1,1,2.0,2.0,2,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
probe_country=GH|service_id=A-Root,1,1,6.0,6.0,6,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0
probe_country=GU|service_id=A-Root,17,17,4.647058823529412,2.0,14,1.0,1.0,1,0.6470588235294118,0.23529411764705882,0.0,0.6470588235294118,0.17647058823529413,0.7647058823529411,0.7058823529411765
probe_country=HK|service_id=A-Root,127,127,7.456692913385827,3.0,14,1.0,1.0,1,1.0,0.5118110236220472,0.0,0.8582677165354331,0.0,0.905511811023622,0.5669291338582677
probe_country=HN|service_id=A-Root,4,4,3.0,3.0,3,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=ID|service_id=A-Root,186,186,8.161290322580646,12.0,14,1.0,1.0,1,0.8763440860215054,0.5483870967741935,0.0,0.8118279569892473,0.0,0.8763440860215054,0.5
probe_country=IL|service_id=A-Root,19,19,1.3157894736842106,1.0,2,1.0,1.0,1,0.7368421052631579,0.7368421052631579,0.0,0.8421052631578947,0.0,0.8421052631578947,0.47368421052631576
probe_country=IM|service_id=A-Root,3,3,1.0,1.0,1,1.0,1.0,1,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0
probe_country=IN|service_id=A-Root,74,74,10.216216216216216,14.0,14,1.0,1.0,1,0.9864864864864865,0.6081081081081081,0.0,0.7432432432432432,0.06756756756756757,0.6351351351351351,0.12162162162162163
probe_country=IT|service_id=A-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
probe_country=JP|service_id=A-Root,6,6,6.0,2.0,14,1.0,1.0,1,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.8333333333333334
probe_country=KE|service_id=A-Root,14,14,1.0,1.0,1,1.0,1.0,1,1.0,0.0,0.0,0.7142857142857143,0.0,1.0,0.6428571428571429
probe_country=KH|service_id=A-Root,5,5,14.0,14.0,14,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0.6
probe_country=KI|service_id=A-Root,3,3,3.0,3.0,3,1.0,1.0,1,1.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666
probe_country=KN|service_id=A-Root,1,1,1.0,1.0,1,1.0,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,1.0
probe_country=KR|service_id=A-Root,2,2,1.5,1.5,2,1.0,1.0,1,0.5,0.0,0.0,1.0,0.0,0.5,0.5
probe_country=LC|service_id=A-Root,2,2,2.0,2.0,2,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=LK|service_id=A-Root,29,29,7.413793103448276,5.0,14,1.0,1.0,1,0.5172413793103449,0.4827586206896552,0.0,0.7586206896551724,0.13793103448275862,0.7241379310344828,0.5172413793103449
probe_country=ML|service_id=A-Root,1,1,1.0,1.0,1,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
probe_country=MM|service_id=A-Root,3,3,9.666666666666666,14.0,14,1.0,1.0,1,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333
probe_country=MN|service_id=A-Root,20,20,10.15,14.0,14,1.0,1.0,1,0.95,0.75,0.0,0.8,0.0,0.75,0.35
probe_country=MT|service_id=A-Root,9,9,1.1111111111111112,1.0,2,1.0,1.0,1,1.0,0.0,0.0,0.7777777777777778,0.0,0.8888888888888888,1.0
probe_country=MV|service_id=A-Root,15,15,2.0,2.0,2,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333
probe_country=MX|service_id=A-Root,4,4,8.5,8.5,14,1.0,1.0,1,1.0,0.5,0.0,1.0,0.0,0.5,0.75
probe_country=MY|service_id=A-Root,17,17,11.882352941176471,14.0,14,1.0,1.0,1,1.0,0.8235294117647058,0.0,0.8823529411764706,0.0,0.7647058823529411,0.23529411764705882
probe_country=NC|service_id=A-Root,14,14,1.7142857142857142,1.0,3,1.0,1.0,1,0.5714285714285714,0.2857142857142857,0.0,0.5714285714285714,0.07142857142857142,0.7142857142857143,0.42857142857142855
probe_country=NG|service_id=A-Root,2,2,6.0,6.0,6,1.0,1.0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0
probe_country=NO|service_id=A-Root,114,114,1.1754385964912282,1.0,6,1.087719298245614,1.0,2,0.8333333333333334,0.05263157894736842,0.0,0.7807017543859649,0.0,0.9912280701754386,0.8333333333333334
probe_country=NP|service_id=A-Root,16,16,7.75,6.0,14,1.0,1.0,1,1.0,0.5,0.0,0.9375,0.0,0.8125,0.5
probe_country=NZ|service_id=A-Root,502,502,3.450199203187251,1.0,14,1.0,1.0,1,0.7729083665338645,0.36254980079681276,0.0,0.7569721115537849,0.12151394422310757,0.898406374501992,0.7948207171314741
probe_country=None|service_id=A-Root,553,553,5.3327305605786615,3.0,14,1.003616636528029,1.0,3,0.833634719710669,0.5370705244122965,0.0,0.7703435804701627,0.04701627486437613,0.891500904159132,0.6292947558770343
probe_country=PA|service_id=A-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=PE|service_id=A-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=PG|service_id=A-Root,2,2,2.0,2.0,3,1.0,1.0,1,0.5,0.5,0.0,0.5,0.0,0.5,0.0
probe_country=PH|service_id=A-Root,63,63,7.571428571428571,10.0,14,1.0,1.0,1,0.6825396825396826,0.5396825396825397,0.0,0.5555555555555556,0.0,0.6031746031746031,0.5396825396825397
probe_country=PT|service_id=A-Root,66,66,1.106060606060606,1.0,3,1.0,1.0,1,0.8181818181818182,0.0,0.0,0.6363636363636364,0.0,0.7727272727272727,0.6666666666666666
probe_country=RE|service_id=A-Root,10,10,14.0,14.0,14,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0
probe_country=RU|service_id=A-Root,4,4,6.0,6.0,6,1.0,1.0,1,1.0,1.0,0.0,0.75,0.0,0.0,0.75
probe_country=SE|service_id=A-Root,113,113,3.247787610619469,4.0,6,1.0,1.0,1,0.7256637168141593,0.6991150442477876,0.0,0.5752212389380531,0.0,0.9557522123893806,0.6991150442477876
probe_country=SG|service_id=A-Root,215,215,13.186046511627907,14.0,14,1.0,1.0,1,1.0,0.9488372093023256,0.0,0.9627906976744186,0.0,0.9534883720930233,0.21395348837209302
probe_country=SL|service_id=A-Root,1,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
probe_country=SV|service_id=A-Root,1,1,3.0,3.0,3,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
probe_country=TH|service_id=A-Root,11,11,11.818181818181818,14.0,14,1.0,1.0,1,0.9090909090909091,0.8181818181818182,0.0,0.9090909090909091,0.0,0.9090909090909091,0.18181818181818182
probe_country=TL|service_id=A-Root,18,18,7.333333333333333,3.0,14,1.0,1.0,1,0.8888888888888888,0.5555555555555556,0.0,0.8333333333333334,0.0,1.0,0.7222222222222222
probe_country=TO|service_id=A-Root,6,6,2.6666666666666665,3.0,3,1.0,1.0,1,0.8333333333333334,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.8333333333333334
probe_country=TV|service_id=A-Root,4,4,5.25,2.5,14,1.0,1.0,1,0.5,0.25,0.0,0.25,0.5,0.5,1.0
probe_country=TW|service_id=A-Root,142,142,1.408450704225352,1.0,14,1.0,1.0,1,0.8591549295774648,0.035211267605633804,0.0,0.9084507042253521,0.0,0.9859154929577465,0.7746478873239436
probe_country=US|service_id=A-Root,229,229,2.593886462882096,3.0,14,1.0,1.0,1,0.8384279475982532,0.7248908296943232,0.0,0.8864628820960698,0.0,0.9868995633187773,0.9519650655021834
probe_country=VE|service_id=A-Root,4,4,1.0,1.0,1,1.0,1.0,1,1.0,0.0,0.0,0.25,0.0,1.0,1.0
probe_country=VI|service_id=A-Root,2,2,1.5,1.5,2,1.0,1.0,1,0.5,0.0,0.0,0.5,0.0,0.5,1.0
probe_country=VN|service_id=A-Root,22,22,11.454545454545455,14.0,14,1.0,1.0,1,1.0,0.8181818181818182,0.0,0.8636363636363636,0.0,0.9090909090909091,0.3181818181818182
probe_country=ZA|service_id=A-Root,6,6,2.5,2.5,4,1.0,1.0,1,0.5,0.0,0.0,0.5,0.5,0.0,0.5
