country,total_mappable_segments,top1_network_transition_share,top2_network_transition_share,top3_network_transition_share,network_transition_entropy,network_transition_normalized_entropy,effective_network_transition_count,network_transition_concentration_tier,top1_corridor_share,top2_corridor_share,top3_corridor_share,corridor_entropy,corridor_normalized_entropy,effective_corridor_count,corridor_minus_network_normalized_entropy,normalized_entropy_reduction,corridor_concentration_tier,cross_layer_distribution_class,country_fallback_share,auditable_cross_layer_case,sufficient_trace_observation,sufficient_corridor_observation,sufficient_network_transition_resolution,auditable_paper_case,observation_sufficiency_reason,failed_thresholds,unique_probes,unique_probe_asns,domestic_segment_share,international_segment_share,analysis_scope
AE,30,0.9333333333333333,1.0,1.0,0.24493002679463532,0.3533593350214213,1.2775319170740629,severe_network_transition_concentration,0.9333333333333333,1.0,1.0,0.24493002679463532,0.3533593350214213,1.2775319170740629,0.0,0.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.9333333333333333,False,True,True,False,False,insufficient_maximum_country_fallback_share,maximum_country_fallback_share,15,5,0.06666666666666667,0.9333333333333333,transition_near_country
AU,761,0.6859395532194481,0.8002628120893561,0.8528252299605782,1.2485131058493142,0.4503059165734208,3.4851570433426304,moderate_network_transition_concentration,0.4073587385019711,0.7056504599211564,0.8265440210249672,1.468750099924994,0.7063194951556528,4.3438024276154525,0.25601357858223206,-0.25601357858223206,weak_corridor_observation_concentration,network_and_physical_both_concentrated,0.1721419185282523,True,True,True,True,True,auditable,,260,109,0.8344283837056504,0.16557161629434955,transition_near_country
AX,2,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,-0.0,0.0,1.0,0.0,0.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,transition_near_country
BH,6,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,-0.0,0.0,1.0,0.0,0.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",2,2,1.0,0.0,transition_near_country
BJ,6,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,0.5,1.0,1.0,0.6931471805599453,1.0,2.0,1.0,-1.0,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",3,1,0.0,1.0,transition_near_country
BR,17,0.6470588235294118,1.0,1.0,0.649248354870898,0.9366673818775625,1.914101563056557,moderate_network_transition_concentration,0.47058823529411764,0.7058823529411764,0.8823529411764706,1.2530462261125412,0.903881788208597,3.500991542084401,-0.032785593668965496,0.032785593668965496,weak_corridor_observation_concentration,network_and_physical_both_concentrated,1.0,False,False,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",9,8,0.6470588235294118,0.35294117647058826,transition_near_country
CA,399,0.2807017543859649,0.45614035087719296,0.593984962406015,2.0663010788951883,0.7452605798764007,7.8955639693682285,broad_network_transition_distribution,0.9528822055137844,0.9779448621553885,0.98796992481203,0.25437661800844286,0.13072372233216206,1.2896574210255363,-0.6145368575442387,0.6145368575442387,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.14786967418546365,True,True,True,True,True,auditable,,84,18,0.8771929824561403,0.12280701754385967,transition_near_country
CM,2,1.0,1.0,1.0,-0.0,0.0,1.0,severe_network_transition_concentration,1.0,1.0,1.0,-0.0,0.0,1.0,0.0,0.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.0,1.0,transition_near_country
CN,23,0.9565217391304348,1.0,1.0,0.17884491271684755,0.2580186686648155,1.1958352709427176,severe_network_transition_concentration,0.5,1.0,1.0,0.6931471805599453,1.0,2.0,0.7419813313351845,-0.7419813313351845,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,13,7,0.043478260869565216,0.9565217391304348,transition_near_country
CO,12,0.5,0.9166666666666667,1.0,0.9184277849930976,0.8359889967247164,2.505348345611202,moderate_network_transition_concentration,0.5833333333333334,0.9166666666666667,1.0,0.887694275799104,0.8080141510844469,2.4295213819663615,-0.02797484564026953,0.02797484564026953,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",7,4,0.0,1.0,transition_near_country
CV,8,0.75,1.0,1.0,0.5623351446188083,0.8112781244591328,1.7547653506033232,moderate_network_transition_concentration,0.25,0.5,0.75,1.3862943611198906,1.0,4.0,0.18872187554086717,-0.18872187554086717,weak_corridor_observation_concentration,network_and_physical_both_concentrated,0.25,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",1,1,0.75,0.25,transition_near_country
CW,16,0.3125,0.625,0.9375,1.263740679332812,0.9115962055215489,3.5386336544967523,weak_network_transition_concentration,0.9375,1.0,1.0,0.2337916587064593,0.3372900666170139,1.2633812503027273,-0.574306138904535,0.574306138904535,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",9,7,0.0,1.0,transition_near_country
CY,8,0.5,1.0,1.0,0.6931471805599453,1.0,2.0,moderate_network_transition_concentration,1.0,1.0,1.0,-0.0,0.0,1.0,-1.0,1.0,severe_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns","minimum_mappable_segments,minimum_unique_probes,minimum_unique_probe_asns",5,2,0.0,1.0,transition_near_country
DJ,6,0.6666666666666666,1.0,1.0,0.6365141682948128,0.9182958340544894,1.8898815748423097,moderate_network_transition_concentration,0.5,1.0,1.0,0.6931471805599453,1.0,2.0,0.08170416594551055,-0.08170416594551055,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.6666666666666666,False,False,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",3,3,0.0,1.0,transition_near_country
DK,321,0.18691588785046728,0.3707165109034268,0.5077881619937694,2.64809680730403,0.794698164298684,14.127126400125075,broad_network_transition_distribution,0.9688473520249221,0.9844236760124611,1.0,0.16031970626994477,0.14592928544819625,1.173886109755011,-0.6487688788504877,0.6487688788504877,severe_corridor_observation_concentration,network_broad_physical_concentrated,0.08099688473520249,True,True,True,True,True,auditable,,76,28,0.9501557632398754,0.04984423676012461,transition_near_country
DO,8,0.75,1.0,1.0,0.5623351446188083,0.8112781244591328,1.7547653506033232,moderate_network_transition_concentration,0.75,1.0,1.0,0.5623351446188083,0.8112781244591328,1.7547653506033232,0.0,0.0,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.75,False,False,False,False,False,"insufficient_minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share","minimum_mappable_segments,minimum_unique_probes,maximum_country_fallback_share",5,5,0.0,1.0,transition_near_country
EE,17,0.5882352941176471,1.0,1.0,0.6774944044487072,0.9774178175281716,1.9689381838052655,moderate_network_transition_concentration,0.5,1.0,1.0,0.6931471805599453,1.0,2.0,0.022582182471828416,-0.022582182471828416,moderate_corridor_observation_concentration,network_and_physical_both_concentrated,0.0,False,False,False,True,False,"insufficient_minimum_mappable_segments,minimum_unique_probes","minimum_mappable_segments,minimum_unique_probes",9,5,0.0,1.0,transition_near_country
ES,27,0.2962962962962963,0.5555555555555556,0.7407407407407407,1.6204455791674464,0.9043878974813423,5.055342370036948,broad_network_transition_distribution,0.5555555555555556,0.7037037037037037,0.8518518518518519,1.3292664116853599,0.7418777098792444,3.778270675461459,-0.1625101876020979,0.1625101876020979,weak_corridor_observation_concentration,network_and_physical_both_broad,0.07407407407407407,False,False,False,True,False,insufficient_minimum_mappable_segments,minimum_mappable_segments,17,6,0.4444444444444444,0.5555555555555556,transition_near_country
FI,115,0.5043478260869565,0.6521739130434783,0.7304347826086957,1.6345471474021764,0.74391446566823,5.127135634531413,broad_network_transition_distribution,0.3565217391304348,0.7130434782608696,0.8347826086956521,1.4470489981462813,0.8076134230057757,4.250552600564773,0.0636989573375456,-0.0636989573375456,weak_corridor_observation_concentration,network_and_physical_both_broad,0.0782608695652174,True,True,True,True,True,auditable,,54,19,0.20869565217391303,0.7913043478260869,transition_near_country
